0,Alameda,170,0,0,0,70,20,0,1,0,0,0,39,40
0,Alpine,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Amador,383,3,0,8,2,41,3,18,0,0,0,260,48
0,Butte,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Calaveras,"1,453",0,0,13,344,540,0,8,0,0,0,92,456
0,Colusa,7,6,0,0,0,0,0,0,0,0,0,0,1
0,Contra Costa,224,0,0,0,57,9,0,7,0,0,0,148,3
0,Del Norte,105,1,0,0,0,1,0,0,0,0,0,103,0
0,El Dorado,371,25,0,19,206,94,0,2,0,0,1,21,3
0,Fresno,"13,568","9,507",1,6,152,3,150,24,0,0,123,"3,422",180
0,Glenn,1,0,0,0,0,0,0,0,0,0,0,1,0
0,Humboldt,768,601,3,6,7,22,0,13,0,0,0,100,16
0,Imperial,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Inyo,110,0,0,0,0,1,0,0,0,0,0,109,0
0,Kings,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Lake,"4,041","3,979",0,2,18,29,0,2,0,0,0,3,8
0,Lassen,"2,631",1,1,4,0,5,5,1,0,0,0,"2,577",37
0,Madera,499,2,0,41,8,189,0,105,0,0,2,82,70
0,Mariposa,125,1,0,12,4,33,0,1,0,0,0,52,22
0,Mendocino,206,1,18,6,7,50,0,9,0,1,0,12,102
0,Merced,"1,497",0,33,12,37,5,0,5,0,0,0,52,"1,353"
0,Modoc,388,0,0,0,0,0,0,5,0,380,0,1,2
0,Mono,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Monterey,"136,624",6,"132,127","3,877",9,7,0,55,0,0,0,236,307
0,Napa,139,2,0,0,3,6,0,1,0,0,0,120,7
0,Nevada,44,12,1,6,1,6,0,4,0,0,0,14,0
0,Placer,"5,722",1,2,6,8,21,0,8,2,0,2,"5,669",3
0,Plumas,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Riverside,"2,088",216,7,1,1,2,1,11,1,0,10,"1,835",3
0,Sacramento,542,0,0,0,87,79,0,0,2,0,0,2,372
0,San Benito,272,0,0,1,1,89,0,174,0,0,0,0,7
0,San Bernardino,19,0,0,3,1,2,3,2,0,0,0,8,0
0,San Diego,"7,963",7,2,4,12,22,5,33,0,0,1,"7,794",83
0,San Francisco,0,0,0,0,0,0,0,0,0,0,0,0,0
0,San Joaquin,378,0,0,0,0,5,0,0,0,1,0,223,149
0,San Luis Obispo,"46,805",10,2,13,67,92,0,20,0,0,4,255,"46,342"
0,San Mateo,20,0,0,3,2,0,0,1,0,0,0,13,1
0,Santa Clara,"4,756",0,0,3,25,129,0,103,0,0,0,"4,488",8
0,Santa Cruz,15,0,0,0,1,1,0,2,0,0,0,1,10
0,Shasta,480,311,1,42,7,2,2,27,0,0,1,47,40
0,Sierra,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Siskiyou,844,0,2,9,713,2,8,1,29,28,0,31,21
0,Solano,73,0,0,0,0,4,0,0,0,0,0,68,1
0,Sonoma,"1,632",3,0,1,4,12,0,"1,559",1,0,0,42,10
0,Stanislaus,281,0,8,0,30,1,3,0,0,0,0,207,32
0,Sutter,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Tehama,"1,110",0,0,3,798,110,0,16,0,0,0,93,90
0,Trinity,4,0,0,1,1,0,0,0,0,0,0,1,1
0,Tulare,229,72,0,2,62,28,0,1,0,0,0,54,10
0,Tuolumne,"1,262",0,0,4,32,27,2,84,10,0,0,8,"1,095"
0,Yolo,"6,105",0,0,5,2,89,0,0,0,0,0,"6,008",1
0,Yuba,602,0,1,4,0,36,0,413,0,0,1,93,54
